Title;Category;Rating;Price;Duration;Skills;Number of viewers;Instructors;Language;Site;Course Type;Courses
Coaching Skills: Leadership and self-awareness;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Coaching Skills: Team culture;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Coaching Skills: The mental game;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Understanding Depression and Low Mood in Young People;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
How To Support Young People Living with Parental Mental Illness;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Helping Young People Manage Low Mood and Depression;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Teaching Students Who Have Suffered Complex Trauma;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Child Protection for Teachers;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Understanding Coercive Control;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Understanding ADHD: Current Research and Practice;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Understanding and Tackling Adolescent to Parent Violence;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Understanding and Responding to Children who Run Away from Home and Institutions;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Supporting young people’s mental wellbeing post-COVID;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Body Image and Mental Health in Young People;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Good Practice in Autism Education;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Mindfulness Through Film;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Young People and Mental Health;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Understanding Autism;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Childhood Adversity: The Impact of Childhood Maltreatment on Mental Health;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Supporting Adolescent Learners: Social and Emotional Wellbeing;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Understanding Addiction;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Youth Mental Health: Supporting Young People Using a Trauma Informed Practice;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Coping with Changes: Social-Emotional Learning Through Play;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Mindfulness: A Focus on Adolescents;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Orientation to Educational Neuroscience;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Integrated Healthcare for Children with Developmental Disabilities;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Understanding Mental Health: Continuum, Culture and Social Media;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;24 Courses
Exploring Cancer Medicines;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Introduction to Translational Research: Connecting Scientists and Medical Doctors;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Biochemistry: the Molecules of Life;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Discovering Science: Atmospheric Chemistry;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Discovering Science: Chemical Products;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Discovering Science: Global Challenges;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Discovering Science: Medicinal Chemistry;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Understanding Biological Energy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Chemometrics in Air Pollution;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Introduction to Thermodynamics;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Earth and Life;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Habitability;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Icy Moons and Exoplanets;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Life on Mars;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
The Future of Life;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Foundations of Science for Undergraduate Degrees;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Exploring Everyday Chemistry;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Antimicrobial Resistance in the Food Chain;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Identifying Food Fraud;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;19 Courses
Get ready for a Masters in Data Science and AI;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
An Introduction to Machine Learning in Quantitative Finance;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
How to Implement Industry 4.0 Technologies;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Making sense of genomic data: COVID-19 web-based bioinformatics;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Data Science Projects and Applications;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Fundamentals of Big Data;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Data Visualisation with Python: Bokeh and Advanced Layouts;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Data Visualisation with Python: Matplotlib and Visual Analysis;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Data Science Research Methods Using Python Programming;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Programming Applications with Python: Working with Files;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Introduction to Data Science for Educators;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Cancer in the 21st Century: The Genomic Revolution;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Introduction to Data Science for Business;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
An Introduction to Artificial Intelligence in the Tourism Industry;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Artificial Intelligence (AI) for Earth Monitoring;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Introduction to Process Mining with ProM;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Process Mining in Healthcare;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Essential Mathematics for Data Science and Machine Learning: Using R;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Data Query with Transact-SQL (T-SQL);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Fundamentals to R for Data Science;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Introduction to Azure Cloud for Data Scientists;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Introduction to Data Science;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Data Science Research Methods Using Python Programming;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Designing and Implementing an Azure AI Solution;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Azure Cloud Fundamentals for Data Science with Python;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Data Query with Transact-SQL with Python;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Introduction to Data Science with Microsoft Azure;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Data Query with Transact-SQL (T-SQL);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Data Science Research Methods on Python Programming;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Essential Mathematics for Machine Learning and AI;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Microsoft Future Ready: Introduction to Python Programming;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Data Science in the Games Industry;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;35 Courses
Planet Earth: Understanding and Protecting our Environment;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Understanding and Measuring the Earth’s Energy Imbalance;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Moons;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Spatial Circularity Strategies 1: Introduction to Spatial Planning for a Circular Economy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Spatial Circularity Strategies 2: Measuring Circularity Transitions;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Spatial Circularity Strategies 3: Urban Metabolism and Methods for Systemic Analysis;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Spatial Circularity Strategies 4: Strategic Interventions for Spatial Planning;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Discovering Science: Atmospheric Chemistry;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Renewable Energy: Achieving Sustainability through Bioenergy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
A Beginner's Guide to Environmental Science: Wicked Problems and Possible Solutions;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Come Rain or Shine: Understanding the Weather;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
The Challenge of Global Water Security;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Extreme Geological Events;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Hurricane Tracking with Satellite Data;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Life Below Water: Conservation, Current Issues, Possible Solutions;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Introduction to Thermodynamics;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Artificial Intelligence (AI) for Earth Monitoring;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Earth and Life;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Habitability;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Learn About Weather;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Causes of Climate Change;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
The Biology of Bugs, Brains, and Beasts;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Climate Change: Solutions;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Climate Change: The Science;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
IUCN Red List of Ecosystems: The Global Standard for Assessing Risks to Ecosystems;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
So You Want to Study Life Science?;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;26 Courses
Environmental Challenges: Justice in Natural Resource Management;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;9 Courses
Fundamentals of Economics;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;9 Courses
Measuring Economic Inequality in Today’s World;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;9 Courses
Health Technology Assessment in Practice;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;9 Courses
Health Technology Assessment: Definition and Method;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;9 Courses
Scarcity and Resources in Healthcare;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;9 Courses
Electrical Industry: Production and Economics;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;9 Courses
Medical Equipment Donations to Low Resource Settings;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;9 Courses
Risk Management in the Global Economy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;9 Courses
Transport Systems: Global Issues and Future Innovations;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Combatting Corrosion: An Introduction to SOCORRO;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
An Introduction to Building Information Modelling;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Spatial Circularity Strategies 1: Introduction to Spatial Planning for a Circular Economy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Spatial Circularity Strategies 2: Measuring Circularity Transitions;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Spatial Circularity Strategies 3: Urban Metabolism and Methods for Systemic Analysis;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Spatial Circularity Strategies 4: Strategic Interventions for Spatial Planning;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
An Introduction to Electronic Engineering;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Introduction to Maintenance Engineering;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
English for STEM: Understanding Engineering Vocabulary;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Sustainable Transportation: An Introduction to E-Mobility;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Chemometrics in Air Pollution;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Effective Communication Skills for Engineers;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Engineering the Future: Creating the Amazing;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
An Introduction to Digital Manufacturing and 3D Printing;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Principles of Engineering;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Ideation: The First Step in Engineering Design;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Additive Manufacturing and 3D Printing: Costs Structures and Benefits;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Introduction to Metal Additive Manufacturing (AM) Technology;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Additive Manufacturing for Business: Practices and Ecosystem;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
New Energy Technologies: Energy Transition and Sustainable Development;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Drone Safety for Managers (UK);Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Transforming Energy Systems: Why Governance Matters;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Technical Report Writing for Engineers;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Construction Ethics and Compliance;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Quality in Construction;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Supercomputing;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Electrical Engineering: Sensing, Powering and Controlling;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;28 Courses
Laser Safety Awareness;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Introduction to Thermodynamics;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Earth and Life;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Habitability;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Icy Moons and Exoplanets;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Life on Mars;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
The Future of Life;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Frontier Physics, Future Technologies;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Physics, Astronomy, and Space: Teaching Secondary Science;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Ultrasound Imaging: What Is Inside?;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Battery Storage: Understanding the Battery Revolution;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
Energy Systems Integration: An Introduction;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;12 Courses
English for STEM: Understanding Maths Vocabulary;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;7 Courses
Introduction to Data Science for Educators;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;7 Courses
Statistical Shape Modelling: Computing the Human Anatomy;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;7 Courses
Data Analytics and Python Fundamentals;Unknown;4,7;0,0;23,2;Unknown;45;Unkown;Unkown;Future Learn;Unkown;7 Courses
